order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD103806,ID6167266618,6/4/2019,Nickolson,"[('iAssist Line', 1), ('Universe Note', 1), ('Lucent 330S', 2), ('Alcon 10', 2)]",26035,49.11,-37.8114868,144.9645604,0,26084.11,Winter,FALSE,0.9048,"bluetooth connection with auto is defective i like the usb-3 connection; it is easy to insert and charges quickly. the blue-tooth , however, is defective. connection to my jaguar f-pace is very unstable ever since android update 8-1-0. digico customer service has been very unhelpful and unable to resolve the problem.",FALSE
ORD445375,ID0145245938,1/10/2019,Nickolson,"[('iStream', 2), ('Toshika 750', 1), ('pearTV', 2)]",17240,94.09,-37.8167395,144.9602506,15,14748.09,Summer,TRUE,0.8435,five stars this phone is perfect for my daughter's bday.,TRUE
ORD309901,ID1889198159,6/18/2019,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1), ('Universe Note', 1)]",13218,73.95,-37.81317,144.95144,25,10292.7,Winter,TRUE,0.3884,spectacular but .... beautiful and very fast. my only complaint is that it is not b4 which is the most in latin america....i can only use it on 3g,TRUE
ORD436668,ID3293340264,10/8/2019,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 2), ('Candle Inferno', 1)]",6340,104.15,-37.8241101,144.9820311,5,6127.15,Spring,TRUE,1.2575,bought for wife who is not into the techie word. she likes it - suggest buying a protective screen and padded case for it.,FALSE
ORD335625,ID3218293544,12/20/2019,Thompson,"[('iStream', 2), ('Thunder line', 2), ('Lucent 330S', 2)]",7120,96.9,-37.8040253,144.9528506,25,5436.9,Summer,TRUE,1.0887,nothing much it's really nice phone,TRUE
ORD277791,ID5299391822,7/26/2019,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 1), ('Universe Note', 1)]",7130,49.53,-37.8114219,144.9366916,15,6110.03,Winter,FALSE,0.9232,"one star i never used this phone since i bought, was not charging",FALSE
ORD344823,ID6167344543,4/17/2019,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1)]",20080,63.31,-37.8117424,144.9702604,15,17131.31,Autumn,FALSE,0.7654,four stars nice phone,TRUE
ORD450525,ID0419632515,2/27/2019,Bakers,"[('Candle Inferno', 2), ('Universe Note', 1), ('Toshika 750', 2)]",12950,97.05,-37.8158995,144.9852018,5,12399.55,Summer,TRUE,1.1,five stars excellent product,TRUE
ORD006145,ID0373644746,5/14/2019,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Toshika 750', 1), ('iStream', 1)]",23230,71.31,-37.81259697,144.9212169,0,23301.31,Autumn,TRUE,2.3245,had to buy it myself and i got know money back never buy anothet phone the phone came without a sims card or charger,FALSE
ORD177154,ID1463547097,6/19/2019,Bakers,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175,52.87,-37.8189424,145.0023257,15,11939.84102,Winter,FALSE,1.1751,"sucks! i have had so many problems and issues with this phone. i don't receive phone calls, texts come 20 minutes late and i've had problems accessing the internet. worst phone i've ever had.",FALSE
ORD126262,ID1495248920,8/19/2019,Nickolson,"[('Alcon 10', 1), ('Thunder line', 2), ('iAssist Line', 2), ('Olivia x460', 2)]",20210,57.97,-37.8194063,144.9638025,25,15215.47,Winter,TRUE,0.5135,"useless battery the battery life is ridiculous, phone needs to be charged up to 5 times daily. i should be completely refunded for this junk!!!",FALSE
ORD204458,ID3222703085,7/18/2019,Thompson,"[('Universe Note', 2), ('Alcon 10', 2)]",24800,66.64,-37.8019936,144.9443023,25,18666.64,Winter,FALSE,1.2135,five stars awesome,TRUE
ORD261677,ID0107156541,10/2/2019,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 2), ('Thunder line', 2), ('pearTV', 1)]",18430,76.64,-37.8228754,144.9765218,10,16663.64,Spring,FALSE,0.7764,good quality everything was ok,TRUE
ORD336417,ID2905756475,7/11/2019,Thompson,"[('iStream', 1), ('Lucent 330S', 1)]",1380,65.05,-37.8057211,144.951488,0,1445.05,Winter,FALSE,0.866,goes great with our thunder,TRUE
ORD406008,ID3281123500,2/17/2019,Thompson,"[('Lucent 330S', 1), ('Thunder line', 2), ('pearTV', 1)]",11900,79,-37.804787,144.9574515,10,10789,Summer,FALSE,1.2667,great value son loves it best phone of his life,TRUE
ORD457020,ID0355818836,11/10/2019,Bakers,"[('Toshika 750', 2), ('Olivia x460', 2), ('Thunder line', 1)]",13270,58.54,-37.8101377,144.9965834,5,12665.04,Spring,FALSE,0.1199,bad bad,FALSE
ORD202484,ID6206959532,8/21/2019,Thompson,"[('Universe Note', 2), ('Toshika 750', 1)]",11220,69.66,-37.8223792,144.9340469,0,11289.66,Winter,FALSE,1.5744,five stars i would like to have a nother one i love it but cant find it onyour phone page,TRUE
ORD174992,ID0660026700,9/30/2019,Thompson,"[('Universe Note', 1), ('Olivia x460', 2), ('Thunder line', 1)]",8080,86.4,-37.8156484,144.9543811,25,6146.4,Spring,TRUE,0.7233,i absolutely hate this phone it's so slow going from screen to screen ...as well as gets locked up constantly...its just aggravating to use anytime.,FALSE
ORD034889,ID1899315964,9/21/2019,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790,91.87,-37.8257446,144.9400985,15,4163.37,Spring,TRUE,1.5789,olivia a10 cellphone. phone does not work. returned.,FALSE
ORD218059,ID0664378467,12/20/2019,Nickolson,"[('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",21780,53.17,-37.8201538,144.9669628,5,20744.17,Summer,FALSE,0.2862,"battery sucks the battery on this phone is a joke, i even paid for a replacement battery and the phone still drained it without remorse. i don't recommend this phone to anyone who needs their battery.",FALSE
ORD207527,ID3967629954,8/20/2019,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",12950,77.91,-37.817031,144.9520465,0,13027.91,Winter,TRUE,0.6534,my mom loves it! mom needed a new phone so got her this and she loves it,TRUE
ORD000459,ID0317369535,12/17/2019,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('Candle Inferno', 1), ('pearTV', 1)]",25870,75.14,-37.8070784,144.9556666,25,19477.64,Summer,FALSE,0.9796,i bought these as a starter online browser. it is a very portable pad . great price.,TRUE
ORD265586,ID2189485869,3/21/2019,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 1)]",3450,66.56,-37.81115,144.9729569,5,3344.06,Autumn,FALSE,1.077335102,everything i expected overall i love the phone everything i expected from the universe s7 edge.,TRUE
ORD375694,ID2975216733,3/14/2019,Thompson,"[('iAssist Line', 1), ('Thunder line', 2), ('Alcon 10', 2), ('Universe Note', 2)]",13218,68.99,-37.7993218,144.9590309,0,31453.99,Autumn,TRUE,1.8209,unlock failed i can't unlock for mobile device not eligible forma unlock .i need help,FALSE
ORD256825,ID4893634360,7/4/2019,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Candle Inferno', 2), ('Universe Note', 2)]",10215,78.6,-37.8139548,144.92984,5,9782.85,Winter,TRUE,1.5218,five stars came on time and clean and works well!,TRUE
ORD007778,ID0591258553,1/8/2019,Thompson,"[('Thunder line', 1), ('iAssist Line', 1)]",4405,83.84,-37.8239999,144.9537655,25,3387.59,Summer,TRUE,1.3916,one star this is not unlocked for the browser,FALSE
ORD193761,ID0049492954,2/23/2019,Nickolson,"[('Universe Note', 2), ('Thunder line', 1)]",9080,52.11,-37.8196559,144.9686385,25,6862.11,Summer,FALSE,0.1428,no good!!!!,FALSE
ORD166958,ID0579490624,5/9/2019,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2)]",22220,63.62,-37.8170235,144.9515201,0,22283.62,Autumn,FALSE,0.6227,quick service thank you,TRUE
ORD410286,ID6167236693,9/23/2019,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 1), ('pearTV', 2)]",17300,102.6,-37.8123737,144.9623874,5,16537.6,Spring,TRUE,0.9362,alcon 6 it's all good. i don't have time for rating.,TRUE
ORD240470,ID1132023820,1/29/2019,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Alcon 10', 2)]",24445,89.6,-37.8173643,144.9460147,0,24534.6,Summer,TRUE,0.5304,love it,TRUE
ORD046222,ID4633638466,11/5/2019,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Toshika 750', 1), ('Olivia x460', 2)]",27130,99.49,-37.8064157,144.9440786,10,24516.49,Spring,TRUE,0.7446,amazing,TRUE
ORD376338,ID5292513667,10/30/2019,Thompson,"[('Universe Note', 1), ('iStream', 2)]",3750,77.82,-37.8157298,144.9380366,15,3265.32,Spring,FALSE,0.8641,no double tab for turn off screen note 9 don't have program for turn off screen with double tab on screen. most new smart phone have this program.,TRUE
ORD006733,ID4294474616,2/14/2019,Nickolson,"[('Toshika 750', 2), ('Candle Inferno', 2), ('iStream', 1), ('Olivia x460', 1)]",10875,101.18,-37.8032166,144.97398,15,9344.93,Summer,TRUE,1.7556,fastest phone ive ever had never going back to android...only con is battery life other this is a great phone needs more aps but has almost everything i need,TRUE
ORD252126,ID6197209833,1/8/2019,Thompson,"[('Toshika 750', 2), ('pearTV', 1)]",14950,83.12,-37.8169827,144.9317622,5,14285.62,Summer,TRUE,1.429,doesn't work anymore phone is practically useless after 4 months. a recent update has made it so it will not connect to the network.,FALSE
ORD194353,ID0247532606,7/26/2019,Thompson,"[('iAssist Line', 1), ('Universe Note', 1)]",5675,77.81,-37.8179326,144.9511252,10,5185.31,Winter,TRUE,0.6856,improved over the hd 7. things set up differently but not hard to learn. also a bit heavier than the 7 so reading in bed a little harder,TRUE
ORD351626,ID1463547060,5/11/2019,Bakers,"[('iStream', 1), ('Universe Note', 1), ('Alcon 10', 1)]",12550,51.1,-37.818372,145.0015339,0,12601.1,Autumn,FALSE,1.0847,more interaction is needed between other devices. too hard to remember opening statements to get thunder to respond.,FALSE
ORD042448,ID0030943323,8/14/2019,Thompson,"[('Olivia x460', 1), ('iAssist Line', 2)]",5675,79.37,-37.8021155,144.9416163,0,5754.37,Winter,TRUE,1.2693,works well excellent,TRUE
ORD099468,ID5668009842,11/15/2019,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 1), ('Toshika 750', 2)]",20050,108.17,-37.8110215,145.015575,10,18153.17,Spring,TRUE,1.7927,very user friendly. for the price best deal out there.,TRUE
ORD107479,ID6167489369,9/18/2019,Thompson,"[('pearTV', 1), ('Thunder line', 1)]",8490,102.15,-37.8119751,144.9574745,0,8592.15,Spring,TRUE,0.9184,good product. happy with my new phone good product. happy with my new phone. supreme deals 18 has awesome customer service too. the phone i ordered got lost in transit over the holodays and they overnighted me a replacement asap!,TRUE
ORD118780,ID0245507511,8/7/2019,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Olivia x460', 2), ('pearTV', 1)]",13980,71.14,-37.7988615,144.9578438,5,13352.14,Winter,FALSE,1.8061,battery drains fast the battery drains too fast but other wise good phone,TRUE
ORD372815,ID1668523294,2/8/2019,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Toshika 750', 2)]",15540,77.99,-37.8215275,144.9617357,15,13286.99,Summer,TRUE,0.7608,buyer beware it's not the real s8,FALSE
ORD086583,ID0129279833,5/8/2019,Bakers,"[('Olivia x460', 2), ('Alcon 10', 2)]",20350,79.59,-37.8020804,144.9950531,5,19412.09,Autumn,TRUE,0.8813,"lucent again! for the few days of use this phone has done nothing but delivered. fingerprint reader is responsive and easy to access, i'm getting almost 2 days of battery life with moderate use (results will vary when gaming). no lag so far. this was a good purchase.",TRUE
ORD010329,ID2181275342,4/12/2019,Thompson,"[('iAssist Line', 2), ('iStream', 1)]",4600,80.7,-37.810944,144.9589427,10,4220.7,Autumn,TRUE,1.0618,"i love it but my only issue is every time i ... i love it but my only issue is every time i go to make a phone call ""visual voicemail"" box pops up and i have to hit cancel",TRUE
ORD064640,ID5959605033,5/7/2019,Bakers,"[('pearTV', 2), ('Universe Note', 1), ('Candle Inferno', 2), ('iStream', 1)]",17080,78.12,-37.8135696,144.9912567,0,17158.12,Autumn,TRUE,0.5296,"this is not the droid turbo 2 i like lucentrola and have had several. beware, this phone has the standard, easily breakable screen. either get a protective case or buy the droid turbo 2 with the virtually unbreakable screen.",TRUE
ORD004228,ID0589488560,10/12/2019,Nickolson,"[('pearTV', 2), ('Thunder line', 2)]",16980,77.32,-37.8199582,144.9587172,25,12812.32,Spring,FALSE,0.9647,"phone perfect for needs! i normally only use my cell phone for emergencies, but this phone is very easy to use so i have found myself using it more often. switching between text modes is not as smooth as i would like, but for the price & its general use it's fine.",TRUE
ORD060193,ID0778809779,8/18/2019,Thompson,"[('iAssist Line', 1), ('iStream', 2)]",2525,80.8,-37.799738,144.9573739,15,2227.05,Winter,TRUE,1.7014,first smart phone my brother enjoys it has raved about it says it's his first smart phone and he's looking forward to using it.,TRUE
ORD243583,ID0778942399,7/6/2019,Bakers,"[('Universe Note', 2), ('pearTV', 1)]",13210,82.77,-37.8145441,145.0141839,15,11311.27,Winter,TRUE,1.7419,"gave to my grandchildren for christmas, would like to get another for the same price for another grandchild.",TRUE
ORD413748,ID0667680185,1/8/2019,Nickolson,"[('pearTV', 1), ('iStream', 1), ('Olivia x460', 2), ('Universe Note', 1)]",12360,55.58,-37.8132381,144.9715599,10,11179.58,Summer,FALSE,0.6219,cheap this phone is very heavy even with a pop socket its hard to hold .. and the battery will last you one day .. if you dont talk or text too much. its very slow and the back pops off about 25 times a day . all the negative reviews are true !!,FALSE
ORD349449,ID6197211186,1/28/2019,Thompson,"[('Thunder line', 2), ('iAssist Line', 1)]",6585,83.49,-37.8149579,144.9275204,25,5022.24,Summer,FALSE,1.7378,five stars i am loving it,TRUE
ORD409041,ID0387700304,3/4/2019,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Thunder line', 1), ('Olivia x460', 1)]",8155,48.66,-37.8204674,144.9663312,15,6980.41,Autumn,FALSE,0.3516,"horrible phone disappointed in the phone, when it arrived it didn’t turn on. i automatically thought it was a battery issue so i paid to have a new battery installed. after that it still didn’t turn on. pretty much trash never again!! one star for fast shipping.",FALSE
ORD015428,ID1982456959,11/18/2019,Bakers,"[('Lucent 330S', 2), ('Universe Note', 1), ('Candle Inferno', 1), ('Thunder line', 1)]",8520,101.26,-37.8175294,144.9959598,5,8195.26,Spring,TRUE,0.841,five stars good product and excellent customer service. would buy again. thank you!,TRUE
ORD314117,ID0591351805,8/15/2019,Nickolson,"[('pearTV', 1), ('Alcon 10', 2)]",24210,51.18,-37.8209535,144.9570374,5,23050.68,Winter,FALSE,1.1313,convoy 2? maybe? i got the package today in the mail only to find just a charger and a battery. no phone! so mad!,FALSE
ORD197481,ID1449266817,2/5/2019,Bakers,"[('iStream', 1), ('Lucent 330S', 2), ('pearTV', 1)]",8920,76.98,-37.816262,144.9835422,10,8104.98,Summer,FALSE,1.2423,it is easily set to on bought it for my daughter. she loves it. only set back is it will turn on in her backpack and go off. it is easily set to on. she can't have that happening in school. keeps a charge for 2-3 days. very reliable.,TRUE
ORD463467,ID6126066495,11/14/2019,Bakers,"[('Candle Inferno', 1), ('Thunder line', 2)]",4790,84.1,-37.8172742,145.0132878,10,4395.1,Spring,FALSE,1.7826,not fake i was confused i thought this was fake. turns out the 3g version is matte colored and the 2g is glossy,TRUE
ORD072956,ID0591435153,7/5/2019,Nickolson,"[('iStream', 2), ('pearTV', 1)]",6610,71.98,-37.8176985,144.9692462,15,5690.48,Winter,TRUE,0.1033,five stars great phone even after being released a year ago.,TRUE
ORD455415,ID0233315133,2/16/2019,Nickolson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",24680,106.21,-37.7999603,144.9736911,10,22318.21,Summer,TRUE,2.1061,solid buy phone has been solid especially for the price.,TRUE
ORD467869,ID0529205664,10/20/2019,Thompson,"[('Thunder line', 1), ('Toshika 750', 2), ('Olivia x460', 2)]",13270,83.84,-37.8243004,144.9369768,0,11939.84102,Spring,FALSE,1.5693,quality excellent product,TRUE
ORD413136,ID6167413260,12/25/2019,Nickolson,"[('Universe Note', 1), ('Thunder line', 1), ('iStream', 1), ('iAssist Line', 1)]",8005,70.11,-37.8136163,144.9656842,5,7674.86,Summer,FALSE,0.6502,"four stars still very much in love with my xp 6. however, the charger has already developed a fault.",TRUE
ORD225147,ID0660546021,7/4/2019,Bakers,"[('pearTV', 1), ('Universe Note', 2), ('Lucent 330S', 1), ('Toshika 750', 1)]",18760,59.27,-37.81259697,144.9908827,15,16005.27,Winter,TRUE,0.443,deceptive ad wrong items,FALSE
ORD083901,ID5457962366,9/14/2019,Thompson,"[('Toshika 750', 1), ('pearTV', 1), ('iStream', 1)]",10780,78.41,-37.8224787,144.9399782,15,9241.41,Winter,FALSE,1.2571,"excelent product excellent relationship quality price, stable, fast, good camera. recommendable",TRUE
ORD338760,ID3215192057,7/21/2019,Thompson,"[('Candle Inferno', 1), ('iStream', 2), ('Thunder line', 1)]",2910,59.15,-37.8099896,144.9477885,25,2241.65,Winter,TRUE,0.3054,"bad charging port i connected several different charging cords to this phone, purchased from buyspry, and none of them would reliably stay connected. these cords all work just fine with my old phone. sent back to seller and refund has been approved.",FALSE
ORD290022,ID0030942265,7/5/2019,Thompson,"[('iStream', 2), ('Universe Note', 1)]",3750,72.71,-37.8110569,144.9503794,5,3635.21,Winter,TRUE,0.3422,i love all of the things that it can do. i can play with it and learn from it.,TRUE
ORD123204,ID0131107628,8/19/2019,Nickolson,"[('Candle Inferno', 2), ('iStream', 2), ('iAssist Line', 1), ('Thunder line', 1)]",5565,51.47,-37.8146506,144.9593159,0,5616.47,Winter,FALSE,1.0014,one star not a good phone the power button quit working!,FALSE
ORD431612,ID6167440966,10/24/2019,Nickolson,"[('Alcon 10', 1), ('pearTV', 1), ('Thunder line', 2), ('iAssist Line', 1)]",21845,99.79,-37.8152578,144.9634694,5,20852.54,Spring,TRUE,0.6512,wonderful this phone works really well better than expected .. will definitely buy again thanks again,TRUE
ORD231430,ID0260907240,8/9/2019,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 1)]",5550,83.42,-37.8218698,145.0103197,0,5633.42,Winter,TRUE,1.8728,it's amazing my sister loves it,TRUE
ORD025239,ID1725216525,10/3/2019,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('iAssist Line', 1), ('Candle Inferno', 2)]",11765,107.97,-37.8029493,144.9619552,25,8931.72,Spring,TRUE,1.6987,"... have this phone for 2 months and im absolutely love it. 6' beautiful large phone i have this phone for 2 months and im absolutely love it. 6' beautiful large phone. i don't play games on my phone, dont watch video. calls, facebook, txt, internet average data use. charging every 3 days...!!!!",TRUE
ORD047781,ID0266740008,8/18/2019,Bakers,"[('Thunder line', 1), ('Olivia x460', 1), ('Alcon 10', 1)]",12355,65.47,-37.8233453,144.993547,10,11184.97,Winter,TRUE,1.4934,not satisfied at all the phone did not hold charge and they were only going to give a refund $30 in the cost of the battery. i had to personally buy the battery out of pocket at$110.00. not satisfied at all.,FALSE
ORD276249,ID4735909076,7/7/2019,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Alcon 10', 2)]",13218,78.24,-37.804139,144.9498345,0,21288.24,Winter,TRUE,0.9806,beautiful just like it,TRUE
ORD143352,ID0370242178,2/28/2019,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 2)]",4910,103.46,-37.8004891,144.9715618,15,4276.96,Summer,TRUE,2.0232,"so far it has worked well. not always intuitive as to how to link different devices, or ""skills"", but getting the hang of it.",TRUE
ORD247688,ID0364850701,5/29/2019,Bakers,"[('Universe Note', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",17765,66.7,-37.8055792,144.9813172,10,16055.2,Autumn,TRUE,1.3189,phone stopped working within 6 months and i've had a ... phone stopped working within 6 months and i've had a very hard time trying to activate my warranty or reach someone to discuss how to get my phone fixed. don't buy this phone if manufactured in vietnam!!,FALSE
ORD152671,ID4271393506,5/16/2019,Nickolson,"[('iStream', 1), ('Olivia x460', 2), ('pearTV', 2)]",15220,66.92,-37.8149911,144.9593497,15,13003.92,Autumn,FALSE,0.9827,great phone. had it for a year and still ... great phone. had it for a year and still is not suffering from lag like other phones i have had. works amazingly! camera is the bomb!,TRUE
ORD104258,ID0170217605,11/3/2019,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 1)]",5550,99.61,-37.8099215,144.9912177,5,5372.11,Spring,TRUE,0.3531,nice nice refurbished product. virtually flawless. detracting 1 star because the charger is a cheaply made in china.,TRUE
ORD364246,ID0385026689,4/8/2019,Bakers,"[('iAssist Line', 1), ('Candle Inferno', 2)]",3085,65.37,-37.8006678,144.9975125,25,2379.12,Autumn,FALSE,1.0576,its great for the money. looks and works like new. i'd buy another olivia in a minute. i would not buy a new one for full price. i hope this one lasts a long time but i don't know what to expect.,TRUE
ORD079441,ID6167441023,2/4/2019,Thompson,"[('Thunder line', 1), ('Candle Inferno', 2), ('iStream', 1), ('Alcon 10', 1)]",12140,63.46,-37.8091486,144.9609023,5,11596.46,Summer,FALSE,1.2783,one star never ordered never got iy,FALSE
ORD434041,ID1492175313,4/1/2019,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('iStream', 2), ('Candle Inferno', 2)]",5845,71.88,-37.8026534,144.9634908,10,5332.38,Autumn,FALSE,1.8248,"very pleased with my purchase of thunder smart speaker - love the fact that i can play music of different genre's whenever i want.had some trouble at first with the wi fi, but it is now working.",TRUE
ORD384543,ID3114182131,12/11/2019,Nickolson,"[('iAssist Line', 2), ('iStream', 2), ('Lucent 330S', 2), ('Candle Inferno', 2)]",8070,75.25,-37.8110334,144.9635955,0,8145.25,Summer,FALSE,0.9914,upgraded from my lilttle thunder line. happy with sound,TRUE
ORD071902,ID0844490198,2/16/2019,Thompson,"[('Candle Inferno', 1), ('iStream', 1)]",580,75.64,-37.8222216,144.949747,15,568.64,Summer,FALSE,1.0887,perfect item.. perfect i have it for almost 1year and never a si for issue.. perfect condition like new.. thank you,TRUE
ORD482818,ID0575381329,12/11/2019,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Universe Note', 2), ('Alcon 10', 1)]",20535,77.97,-37.8204016,144.9826808,5,19586.22,Summer,FALSE,1.1719,it has replaced my clock and google mini on my nightstand.  outstanding little device.  i hope an update will give a simple face and font color options for the clock.,TRUE
